character,meanings_vec_average
䶒,"[-4.56333309e-02  1.84333343e-02  4.32000011e-01 -5.82333356e-02
  6.10666685e-02 -2.10033342e-01  5.26999980e-02 -2.12666672e-02
 -1.37433335e-01 -1.07333288e-02  1.40333325e-01  6.28666654e-02
  9.11666676e-02  1.20000041e-03 -5.88333309e-02  2.86333319e-02
 -2.06666696e-03  8.69666710e-02  5.37333302e-02 -6.71666637e-02
  9.28333327e-02  1.03600003e-01  1.09533332e-01 -3.52333337e-02
 -4.13333392e-03  5.85666634e-02  2.13666689e-02  2.97766656e-01
 -3.76333408e-02 -7.67666698e-02  8.94666687e-02 -5.98333329e-02
  1.14966668e-01 -3.50333340e-02  1.21900000e-01 -2.98999995e-02
 -4.12666686e-02 -2.94700027e-01 -1.71100006e-01  3.99666615e-02
 -1.46666670e-03 -6.69000074e-02  2.27733329e-01 -2.20033348e-01
  1.88899994e-01  9.14000049e-02  7.27333203e-02 -1.41666666e-01
  2.10666656e-02  1.93666648e-02 -2.06333343e-02  2.99333334e-02
  1.05233334e-01 -1.31333336e-01  8.54000077e-02  1.79000013e-02
  3.27333324e-02 -1.01333342e-01 -1.55999996e-02  4.06666696e-02
 -1.82000007e-02 -1.21433318e-01  3.70666645e-02  3.78666669e-02
 -2.20666658e-02  4.94999997e-02  1.36699989e-01 -1.36366665e-01
  1.37466669e-01  8.09333399e-02 -1.96733341e-01  2.21600011e-01
  1.02933340e-01 -1.61133334e-01 -7.99000040e-02 -7.69333318e-02
  1.31666707e-02  4.02000062e-02  6.48666620e-02  1.53333263e-03
 -4.47666645e-02 -1.91100001e-01  1.29999965e-02  8.44333395e-02
 -3.61666679e-02 -1.50333330e-01  1.63066670e-01 -8.33333284e-03
  1.95666663e-02  1.06399991e-01  1.17866665e-01 -6.90000085e-03
 -1.51333353e-02 -1.28200009e-01 -4.26333360e-02 -1.61400005e-01
 -8.95333290e-02  1.12700008e-01 -5.31333350e-02 -1.15999980e-02
 -1.13799997e-01  5.66666306e-04  9.66666639e-03  1.51866660e-01
  2.70866662e-01  1.83033347e-01  1.56133339e-01  4.17333357e-02
 -2.26667267e-03 -3.81333344e-02  1.84666682e-02  6.23333501e-03
  1.51233330e-01  2.99000014e-02  9.84333381e-02 -4.93332744e-03
 -6.10000044e-02  1.20566666e-01 -2.97999997e-02 -1.15699999e-01
  2.55333334e-02 -6.88999966e-02 -2.20099986e-01  7.43666589e-02
  7.03333318e-03  4.32333350e-02  3.00666690e-02 -1.19199999e-01
 -3.96333300e-02 -8.39666724e-02 -2.05100000e-01 -1.01233333e-01
 -4.16333340e-02  1.13800012e-01  1.12700008e-01 -2.26000007e-02
 -4.83666696e-02  7.73666650e-02 -5.66666306e-04 -2.86666658e-02
 -1.38333321e-01  1.37300000e-01 -2.91399986e-01  3.93333053e-03
  1.25266671e-01  4.89999866e-03  3.61333340e-02 -8.27999935e-02
 -3.11333314e-02  7.75000080e-02 -1.41000003e-01 -1.63900003e-01
 -2.04099998e-01  4.45666611e-02 -1.61066666e-01  1.46300003e-01
 -1.73500001e-01  2.88999993e-02  1.72000006e-01  8.61333311e-02
  1.56333316e-02  4.78000008e-02 -1.25666678e-01 -4.77999933e-02
  1.36566669e-01  2.12366655e-01  1.06333336e-02  7.47333393e-02
 -5.58333360e-02 -2.31999997e-02  1.20266668e-01  9.06666648e-03
  5.23333251e-03  2.05300018e-01  2.38000005e-02 -8.48999992e-02
 -5.94333299e-02  2.60666665e-02 -1.36600003e-01  4.41666692e-02
 -1.90200016e-01  2.40566656e-01  2.23966673e-01  7.37333372e-02
  3.83333373e-03 -7.14666620e-02 -1.13933325e-01  7.85000026e-02
  6.33334101e-04  2.98200011e-01  1.15233332e-01  1.31200001e-01
  7.79333338e-02 -5.01333289e-02 -4.00666706e-02  1.82999987e-02
 -7.67666698e-02  4.37333323e-02  9.33666602e-02  2.22800002e-01
 -1.00600004e-01  7.12333396e-02 -2.00333353e-02 -1.25299990e-01
  9.75333378e-02  2.73000002e-02  7.79333338e-02  6.05999976e-02
 -2.63999999e-01  9.05000195e-02  4.54000048e-02  3.36333327e-02
 -2.92999987e-02 -1.15366675e-01 -1.09733336e-01  3.69999860e-03
 -2.65266657e-01  1.83666665e-02 -1.00033335e-01  6.24000020e-02
  1.71500012e-01  5.23333363e-02  1.29833341e-01  1.32566676e-01
 -2.52666716e-02 -1.96266666e-01 -6.02666624e-02  1.69000011e-02
  5.98999970e-02  9.13666710e-02  1.83966681e-01  8.89466703e-01
 -7.64666647e-02  3.44866663e-01 -1.15766667e-01 -3.16666663e-02
 -1.80666689e-02  7.33999982e-02  5.03666699e-02  2.04666648e-02
  5.03666662e-02  2.86666560e-03  3.53999995e-02  2.35433340e-01
 -1.28433332e-01 -8.13666657e-02 -5.27999960e-02  2.04333309e-02
 -2.83000004e-02  2.46533334e-01 -7.70999938e-02  2.91999970e-02
 -9.22333300e-02 -1.93266675e-01 -3.29999961e-02 -5.18666655e-02
  1.26800001e-01  7.41666630e-02 -3.92666645e-02 -1.61866665e-01
  2.16666665e-02 -2.66999993e-02  1.49999990e-03 -1.26533329e-01
 -4.53666635e-02  5.30000543e-03 -1.43133327e-01 -5.38666658e-02
 -1.22333327e-02 -8.20999965e-02  1.67300001e-01  7.40333274e-02
  7.99999982e-02  8.09999835e-03 -8.78666639e-02 -2.13999990e-02
 -1.50333308e-02  1.66433334e-01 -5.95333315e-02 -2.17000004e-02
 -5.84399998e-01  1.89333353e-02  5.63666672e-02  2.35499993e-01
  3.86999995e-02 -1.52999982e-02 -3.56333368e-02  3.65666635e-02
  2.41200015e-01  2.54333317e-02  7.77333304e-02  7.30000017e-03
 -7.99666718e-02 -8.03333335e-03 -1.54133335e-01  1.40666673e-02
 -7.40333274e-02 -1.07699998e-01  1.09233327e-01  1.00166671e-01]"
䶓,"[ 0.3237 -0.2144  0.2514  0.066  -0.0959 -0.0514 -0.0455  0.1134 -0.0233
  0.0601 -0.0915  0.0796  0.1942  0.1527  0.0467 -0.0236  0.0235 -0.3156
 -0.329   0.3171  0.1847 -0.0388  0.0771 -0.0208  0.0143  0.1472 -0.1135
  0.1896 -0.1029 -0.0642 -0.2173  0.028  -0.1856 -0.0111  0.0148  0.0642
  0.1382 -0.0545  0.3536 -0.1549  0.0851 -0.0873  0.0411 -0.0465 -0.0038
 -0.2603  0.4638 -0.2803 -0.0179 -0.1373 -0.07   -0.1387 -0.1419  0.0426
  0.2369 -0.0812  0.3851 -0.0249  0.0023 -0.1628  0.089   0.1051  0.2358
  0.0795 -0.0136 -0.1475 -0.0325 -0.1086 -0.1115  0.1177 -0.065  -0.0166
  0.0013  0.1757 -0.037   0.0155  0.2006  0.0918  0.0405  0.0571  0.1058
 -0.2222 -0.067  -0.0033  0.0341 -0.1852 -0.1187 -0.0342 -0.0414  0.0948
 -0.2188  0.1966 -0.2004  0.245   0.1805 -0.1245  0.0547 -0.0432  0.023
 -0.1829 -0.204   0.0711  0.1626  0.2519  0.2939 -0.2521  0.3071  0.0095
 -0.0849  0.1114  0.241  -0.1309 -0.2028 -0.0998  0.1449 -0.068  -0.1641
 -0.0754 -0.1654  0.16   -0.064   0.0395 -0.1527  0.1684 -0.2258 -0.0388
  0.0837 -0.2371  0.0732 -0.0015 -0.1498  0.1461 -0.2426  0.2825 -0.0821
 -0.2481 -0.0958 -0.0881  0.3258 -0.1779  0.1361  0.0786  0.0313 -0.0349
  0.0058 -0.0199  0.2309 -0.0492  0.0616  0.0649 -0.3891  0.1429 -0.148
  0.0191 -0.1489  0.012  -0.0675  0.0852  0.1181  0.1391  0.0151 -0.0553
 -0.1285  0.1242 -0.2527  0.1307  0.0802  0.0846 -0.2181  0.0489  0.1869
 -0.1159  0.232  -0.2755 -0.0853  0.1271  0.0205 -0.2021  0.0313 -0.1251
 -0.1301 -0.1986 -0.0743 -0.045  -0.1029 -0.1982 -0.0122  0.0234 -0.0954
  0.091  -0.1034 -0.4437 -0.1004  0.0487 -0.0096  0.1658  0.2178 -0.0815
 -0.4455  0.0547  0.037   0.2917 -0.1686 -0.2221 -0.0577 -0.3203 -0.243
 -0.0434  0.0188 -0.0553 -0.129  -0.0772  0.1497 -0.0443 -0.1486  0.1434
  0.0539  0.      0.2047 -0.1702  0.022  -0.1391  0.088   0.0519  0.1285
  0.0998 -0.3465  0.2064  0.2185 -0.1992 -0.0723  0.9446 -0.0975 -0.2568
  0.0493  0.0819 -0.0368 -0.0483  0.0103 -0.2356 -0.0961 -0.1309 -0.1207
 -0.0316  0.0875 -0.0312  0.0962 -0.082   0.0746 -0.0808  0.2771 -0.0616
 -0.0794 -0.0092 -0.2149  0.0619 -0.0753 -0.123  -0.0375  0.1174  0.1448
  0.2847 -0.1874 -0.1916 -0.1542 -0.1713  0.1763 -0.0323  0.2048  0.1094
  0.1985 -0.0683 -0.0102  0.1539  0.0297 -0.3236  0.1552  0.2093  0.0975
 -0.2672 -0.2438 -0.01   -0.0862 -0.0153 -0.0267 -0.0085 -0.2456  0.264
 -0.2248 -0.1742 -0.221  -0.017  -0.0463  0.0638  0.0205 -0.1029  0.0075
 -0.1048  0.2339 -0.0412]"
齊,"[ 1.23407422e-02  7.68148107e-03  3.82248133e-01 -2.25037020e-02
 -2.12370325e-02 -1.86666679e-02 -1.89555604e-02 -7.29999878e-03
 -1.22559249e-01  4.48185205e-02 -2.44444441e-02  1.75518543e-02
  5.27370386e-02 -1.17370365e-02 -4.14370447e-02 -7.90370535e-03
 -1.75555493e-03 -1.34999985e-02 -4.59555574e-02 -5.29629691e-03
  6.86185211e-02  3.61555554e-02  5.58333322e-02 -2.26407424e-02
  8.07259232e-02 -2.54185181e-02 -2.40925904e-02 -2.95184995e-03
 -4.57740761e-02 -3.65925953e-02  3.30703706e-02 -4.85148169e-02
  5.54481484e-02  2.37185154e-02  4.04074090e-03 -8.72592814e-03
 -6.42961683e-03 -2.15559259e-01  3.17851864e-02 -2.12814827e-02
  9.01111029e-03  4.57407394e-03  4.41925935e-02 -7.83925727e-02
 -3.79999937e-03  1.35629606e-02 -1.16092578e-01 -4.97703589e-02
  4.29333299e-02  2.88518518e-02 -4.01777811e-02 -2.57185195e-02
 -1.26925930e-02 -2.75707424e-01  4.62222286e-02  3.12148165e-02
  4.64370400e-02 -2.90555581e-02 -2.74518523e-02 -2.81740744e-02
  3.08185183e-02 -1.23777753e-02 -3.53629664e-02 -6.15666769e-02
 -7.57703856e-02 -2.05074102e-02 -6.03222288e-02  1.43148107e-02
 -8.76296218e-03 -1.46037061e-02 -5.19851744e-02  6.37851879e-02
 -4.86259237e-02 -2.84370407e-02  3.92370373e-02 -2.34555565e-02
 -3.81333344e-02  4.43407297e-02  5.51851816e-04  2.88259238e-02
 -5.60555607e-02 -2.93333270e-03  3.22074033e-02 -3.47037124e-03
  2.23481487e-02 -5.44443436e-04  4.09074090e-02  2.35370360e-02
  9.79148224e-02 -4.62222286e-03  3.99037115e-02  8.28148238e-03
  2.39037070e-02 -2.81851832e-03  3.67296301e-02  3.77555527e-02
 -3.21777761e-02  3.72185186e-02 -1.12296324e-02  3.50222327e-02
 -4.57444452e-02  2.13592574e-02  1.10222232e-02 -2.82222219e-03
  1.31270364e-01  2.88666692e-02  1.47481505e-02 -1.00518549e-02
 -3.11185140e-02  1.76407415e-02  9.25924513e-04  7.37925991e-02
  3.49185206e-02 -5.48148341e-03 -3.71407419e-02 -1.08148139e-02
 -6.72296211e-02 -2.37518530e-02 -6.40925914e-02  3.44259329e-02
 -6.75481483e-02 -7.89925978e-02 -8.24555680e-02  2.54518520e-02
 -2.41518524e-02  1.96481459e-02 -2.60629635e-02  2.48703677e-02
 -6.83703786e-03  9.82963014e-03 -5.29370345e-02  3.09740733e-02
  2.79037114e-02 -2.09222231e-02  1.69259273e-02 -1.39259326e-03
  4.73777801e-02  4.27074097e-02  8.01481307e-03  1.98999997e-02
  5.83703630e-03  5.43185174e-02 -1.91733330e-01  4.09592576e-02
  3.41111124e-02 -4.93444428e-02  3.32592381e-03  2.91481521e-02
 -1.29111130e-02  4.93037179e-02 -8.97999927e-02  3.73481512e-02
 -1.43888881e-02 -2.50851829e-02 -1.81629639e-02  5.06407320e-02
 -2.40962971e-02 -1.02999983e-02  5.35000041e-02 -2.69444454e-02
 -3.12296264e-02 -6.32963004e-03 -3.43962982e-02 -7.05073997e-02
  2.06629653e-02  3.55703682e-02 -3.89259332e-03 -2.70592552e-02
 -1.38185183e-02 -1.73703693e-02  3.03592589e-02  2.04296280e-02
 -2.08814833e-02  4.71111201e-03  1.24703711e-02  1.39518520e-02
 -4.95555438e-03  1.07778062e-03 -3.60222198e-02 -2.23111119e-02
 -3.89481485e-02 -3.64111140e-02  5.45000061e-02 -4.53407429e-02
 -4.70037013e-02  3.59703712e-02 -9.56481472e-02  1.10444408e-02
 -4.52222191e-02  3.02851856e-01  1.66851860e-02 -2.30259206e-02
 -3.38703692e-02 -6.76592663e-02  1.80962961e-02 -5.79111129e-02
 -1.54703679e-02 -1.16296276e-03 -1.61037035e-02 -1.30481487e-02
 -9.67778172e-03 -6.83814883e-02  4.43370342e-02 -2.77962927e-02
 -5.72555587e-02 -1.83629598e-02 -5.66296466e-03  6.51851529e-03
 -7.86444545e-02 -8.66296422e-03  9.83110964e-02  1.60555523e-02
  2.45222226e-02 -9.25555639e-03 -1.94111113e-02 -1.88777801e-02
  7.53703713e-03 -1.11481482e-02  3.16592529e-02  5.43333329e-02
 -3.38518573e-03 -6.19259216e-02  9.94815025e-03  1.69518553e-02
  3.10222227e-02 -5.40777743e-02 -3.24259214e-02 -1.44037046e-02
  5.52148111e-02  2.14855552e-01  2.82518510e-02  6.21629715e-01
  1.97185185e-02 -4.24592569e-02 -1.28000006e-02 -2.15111021e-02
 -5.38740829e-02  3.36740762e-02  1.01444423e-02 -7.99629185e-03
 -8.29259306e-02  1.44518530e-02  3.87555584e-02 -2.42444444e-02
 -8.59259162e-03  5.43333543e-03 -4.56111170e-02  2.45555630e-03
 -1.24222236e-02 -3.83555591e-02 -3.04703694e-02  2.97185201e-02
 -4.64481525e-02  1.20148147e-02 -3.75555605e-02 -2.17666645e-02
 -3.51851620e-03 -4.06481475e-02  7.41481455e-03 -2.67259236e-02
  3.65740769e-02  2.77851820e-02  8.45925882e-03 -5.49296364e-02
 -6.65111169e-02 -9.26296227e-03 -3.73703660e-03  8.33334750e-04
 -1.92036983e-02  4.26296471e-03 -9.87407658e-03  2.29628276e-04
  1.25222206e-02  3.12703699e-02 -5.22962632e-03 -8.04296210e-02
 -3.51814814e-02  7.36185163e-02 -1.67074054e-02  1.06037045e-02
 -3.34025919e-01  1.43233314e-01 -3.06370296e-02 -2.25814823e-02
 -8.05925485e-03 -4.39481549e-02 -6.45111203e-02 -2.16222201e-02
  5.38111180e-02 -4.49259346e-03  6.60740538e-03  2.20481493e-02
 -2.62703747e-02  5.73333725e-03  6.93148151e-02  3.08666714e-02
  1.91111036e-03 -6.12222143e-02  1.45962946e-02 -5.75074106e-02]"
齊,"[-0.0326  0.1706  0.3983 -0.0724 -0.2317 -0.0304  0.1213  0.199  -0.0308
  0.1336 -0.048  -0.11    0.02    0.12   -0.0577 -0.0469  0.0462 -0.1333
 -0.2619 -0.0272  0.0754  0.1438  0.0834 -0.0777  0.0259  0.3958 -0.0771
 -0.067  -0.0301 -0.1225  0.255  -0.0424  0.1235  0.1161 -0.1277 -0.0642
 -0.0852 -0.1462  0.1608  0.0562  0.024   0.1288  0.1049  0.078   0.0125
  0.0992 -0.2049  0.2115  0.1048 -0.0118  0.0805 -0.3708 -0.0806 -0.2203
  0.0373 -0.1016  0.108   0.001   0.1062  0.0447 -0.0818 -0.188   0.0187
 -0.0626 -0.1389 -0.0031  0.1411  0.1013 -0.0427 -0.0386 -0.1558  0.0313
 -0.0419  0.0819  0.0735 -0.1913  0.0314 -0.0318 -0.1221 -0.0955  0.0189
  0.0751 -0.0719 -0.0445  0.1303 -0.0916 -0.247  -0.1091  0.1248  0.0267
 -0.137   0.0826 -0.1075 -0.1567 -0.0097 -0.042   0.201  -0.1073 -0.044
 -0.0563  0.1389  0.0119 -0.0475 -0.1111 -0.0662 -0.1657 -0.071  -0.1083
  0.0441 -0.1523  0.3262 -0.1715 -0.1956 -0.0417 -0.0265 -0.1313  0.0915
  0.0197  0.096  -0.0946 -0.2391  0.0394  0.0345  0.0973 -0.0123  0.2054
 -0.0563 -0.0607  0.0459  0.1681 -0.0257  0.1328  0.0978 -0.075   0.0473
  0.0919 -0.0242  0.084  -0.0684  0.0021  0.0413  0.0902 -0.353  -0.2134
  0.2038  0.1355  0.0695 -0.1376  0.2101  0.0754 -0.145   0.0885  0.0379
  0.2294 -0.0923 -0.2135 -0.0556 -0.1433 -0.0586  0.2833  0.0738 -0.045
  0.0129  0.0245 -0.238   0.1911  0.0853  0.1915 -0.081  -0.2191  0.0976
  0.0066 -0.0869  0.1136 -0.0161  0.0623 -0.0018 -0.0424 -0.1258 -0.1894
  0.0539 -0.0121  0.0155 -0.0855 -0.015   0.1408  0.0736  0.0458  0.2794
  0.3783  0.245   0.0244 -0.0465 -0.0329  0.0942 -0.0365  0.2518  0.081
  0.0474  0.0996  0.1294 -0.2696 -0.0913 -0.1611  0.2353 -0.1152 -0.0605
 -0.0266 -0.0705 -0.1024 -0.1744  0.0941 -0.0243  0.1465 -0.2731  0.0229
 -0.158   0.0558  0.4159 -0.0439 -0.0044 -0.0884  0.112   0.1426  0.1139
 -0.0747 -0.348   0.0854  0.0799  0.2353 -0.0359  0.5013  0.1928 -0.1145
  0.0853 -0.1275  0.0643 -0.0096 -0.0132 -0.0517 -0.0669 -0.0494  0.1322
  0.0795  0.1167  0.0768 -0.1723 -0.1028 -0.2341 -0.0232  0.1833  0.0371
 -0.0791  0.21   -0.2192 -0.0086  0.0637  0.039  -0.0577 -0.2087  0.1293
  0.1124 -0.1831  0.0875  0.0403  0.0489  0.1048  0.1267 -0.3605 -0.0933
 -0.1414 -0.0089  0.1059  0.037   0.058  -0.0417  0.1477 -0.019   0.0244
 -0.1535 -0.4254 -0.0091 -0.0044 -0.0614  0.0897 -0.0015 -0.0941  0.1192
 -0.0563  0.0085  0.1063  0.2489  0.2437  0.1308  0.1409 -0.1559  0.031
 -0.0305 -0.2376 -0.0671]"
齊,"[ 1.14599997e-02 -7.92666711e-03  4.61500049e-01  4.13000025e-02
 -5.99199943e-02 -1.86133347e-02 -4.51800041e-02  9.86000057e-03
 -8.62666592e-02  3.40799950e-02 -4.39933352e-02  1.01733319e-02
  2.98266672e-02  6.92000100e-03  6.83999946e-03  5.76666789e-03
 -4.54000011e-02 -8.84799957e-02 -5.05066551e-02  1.50933322e-02
  4.84733395e-02  2.52333302e-02  7.54666701e-02  4.64000087e-03
  2.92000007e-02 -7.27666691e-02 -3.47266681e-02 -5.60333356e-02
  1.20399995e-02  7.69800022e-02  2.24666507e-03 -1.77400000e-02
  4.57333364e-02 -3.51399966e-02 -2.39266679e-02  2.17666607e-02
 -2.89799999e-02 -1.60626650e-01 -9.38666891e-03  5.33332422e-05
 -1.97533332e-02 -3.89333069e-03 -2.38599982e-02 -8.78000073e-03
  6.90533295e-02  2.08199974e-02 -3.51600014e-02 -4.21333546e-03
  3.39066647e-02 -6.69333246e-03 -2.42066681e-02 -1.13506675e-01
  2.24800017e-02 -1.89033329e-01 -2.65733339e-02  4.30666693e-02
  1.24506667e-01 -7.03599975e-02  5.06399944e-02 -3.41066681e-02
 -1.10520005e-01  1.19126663e-01 -1.29733337e-02 -1.63666662e-02
 -3.74200009e-02  3.68466638e-02  1.58799998e-02 -1.70466658e-02
 -2.28533354e-02  3.54666612e-03 -1.05999713e-03  1.25386655e-01
  5.63599989e-02  5.57266735e-02  1.37799988e-02 -2.54400019e-02
 -5.38666546e-03 -1.88000000e-03 -2.73533296e-02  4.58200052e-02
 -1.12206668e-01  9.09333583e-03  9.25733298e-02 -7.13800043e-02
 -1.14866663e-02 -3.32666636e-02  2.19133329e-02  2.48799995e-02
  3.91466655e-02  8.26999992e-02 -6.75400048e-02  1.39999887e-04
 -2.29333434e-03 -4.28666696e-02 -1.82266664e-02  1.39933350e-02
 -1.02060005e-01 -3.78333367e-02  7.00666942e-03  2.04733349e-02
 -5.15933298e-02 -1.59200002e-02  7.64666591e-03  3.05733364e-02
  1.77340001e-01  2.20666695e-02 -2.12133341e-02  8.50666780e-03
 -6.60866648e-02 -2.29333341e-02 -9.93334805e-04  3.10333353e-02
  4.01933342e-02 -9.25333332e-03 -5.82066663e-02 -3.06000002e-02
  1.29200006e-02  3.30333337e-02  1.88266654e-02  1.91733334e-02
 -1.68200005e-02  4.26600054e-02 -3.14400010e-02  4.23332956e-03
  1.27133289e-02  4.98800054e-02  7.35133439e-02  4.10466678e-02
  1.79199986e-02 -4.97133285e-02 -1.45833313e-01  6.37333561e-03
 -1.68666709e-02 -3.62600014e-02 -6.59066662e-02 -1.64199974e-02
 -2.42000036e-02 -3.04600000e-02 -9.15466696e-02 -6.23866692e-02
 -1.45866619e-02  3.63133326e-02 -1.73239991e-01 -4.28599976e-02
  1.69533398e-02 -1.92666668e-02  2.95333355e-03 -1.26133310e-02
  6.29866645e-02  5.05599976e-02  3.89266610e-02  4.90400009e-02
  7.58666694e-02 -1.64733324e-02  4.57666703e-02  1.95599999e-02
 -4.19866703e-02  5.29199950e-02  9.23333131e-03 -3.00666690e-03
 -2.15799995e-02 -2.89600007e-02 -1.66333336e-02 -6.13333518e-03
 -9.57333483e-03  2.35333038e-03 -2.56933309e-02 -6.87333522e-03
 -2.49866657e-02  1.00386664e-01 -8.33866596e-02 -9.05600041e-02
 -1.55666629e-02  1.30066695e-02 -2.02866681e-02  6.06000014e-02
  2.83666663e-02  3.17599997e-02 -1.47600006e-02  4.22600023e-02
 -3.74399982e-02 -1.79213300e-01 -6.89333491e-03  3.88066694e-02
  2.65599992e-02 -1.20446675e-01  7.92000070e-03 -3.38533334e-02
 -1.09346673e-01  2.58453310e-01  2.31733341e-02  4.27266695e-02
  7.25333393e-03  1.27799967e-02  3.03733330e-02  3.71400043e-02
  2.78666546e-03 -1.45333325e-02  1.79066658e-02 -5.56466654e-02
 -2.81933341e-02 -1.18220001e-01  1.14933345e-02  8.79999809e-03
 -2.41933353e-02 -4.36400026e-02 -1.18866703e-02 -4.71466668e-02
 -6.78333342e-02  3.17733325e-02  1.12366669e-01 -3.76599990e-02
  6.20333366e-02  1.34933330e-02  6.28133416e-02  6.37200028e-02
 -9.65333357e-02  4.73333569e-03 -4.23266701e-02  4.09933366e-02
 -2.35799961e-02  3.99533361e-02 -3.56666651e-03  4.98399995e-02
 -2.59266663e-02  6.99199960e-02  2.66199987e-02 -6.64733350e-02
 -2.36133318e-02  1.56667235e-03  2.11333320e-03  7.09566534e-01
  1.00599974e-02 -4.17066701e-02 -3.99733335e-02 -3.96466665e-02
 -8.62599984e-02  5.83999977e-02  5.21866679e-02  6.04266636e-02
 -8.46266672e-02  5.39000034e-02 -2.79933326e-02 -1.51533335e-02
 -7.76333362e-02 -2.97533348e-02 -4.14799973e-02 -8.73333402e-03
 -8.01999960e-03  5.41200005e-02 -1.12666609e-03  1.59599986e-02
  8.03333428e-03 -8.08599964e-02 -4.54733372e-02  1.11866677e-02
  1.74266659e-02 -2.10200008e-02  7.72333294e-02 -2.66000140e-03
  3.10000055e-03 -2.47199964e-02  1.48599995e-02 -4.32800017e-02
  3.17333378e-02  5.20666642e-03 -2.10866686e-02  8.51333048e-03
 -6.26799986e-02 -4.79066595e-02  3.77933271e-02  3.04666674e-03
  3.66600044e-02 -5.00466637e-02  3.97800058e-02 -8.90666693e-02
  6.47999626e-03  2.04200037e-02 -8.35933387e-02 -5.73866703e-02
 -3.30100030e-01  9.18066725e-02 -3.05400006e-02 -1.34599954e-02
  1.22999977e-02 -1.80333331e-02 -1.05880000e-01  3.09000034e-02
 -1.85133312e-02  4.93400022e-02 -1.77933332e-02 -4.33266684e-02
  9.07333288e-03  1.64466687e-02 -4.67933342e-02  3.06800008e-02
 -2.31133346e-02 -4.21733335e-02  3.85799967e-02 -1.13193326e-01]"
