word,count
姓,144
人,65
少数民族,22
方言,19
美好,14
地名,12
长貌,8
辅助,7
凭借,7
古国,7
轻薄,7
古时,7
传说,7
人为,6
官名,6
旧称,6
编制,6
使用,5
倾斜,5
不安,5
同伴,5
同类,5
担任,5
一般,5
放纵,5
傲慢,5
轻佻,4
懈怠,4
省称,4
敬辞,4
古县,4
配偶,4
介绍,4
仗恃,4
依照,4
依靠,4
中医,4
命令,4
从事,4
匹敌,4
役使,4
弯曲,4
仿效,4
居住,4
败坏,4
等待,4
大貌,4
庄重,4
行走,4
行貌,4
敏捷,4
辅佐,4
杂戏,4
戏谑,4
高大,4
接引,4
充足,4
